                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    134,                 1.1678,                 1.7729,                0.84738,                0.90461,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00062338,             0.00062338,             0.00062338
                    135,                 1.1228,                 1.6599,                0.77668,                0.88634,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00061972,             0.00061972,             0.00061972
                    136,                 1.1151,                 1.6363,                0.77078,                0.89323,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00061605,             0.00061605,             0.00061605
                    137,                 1.1897,                 1.6916,                0.83575,                0.89851,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00061238,             0.00061238,             0.00061238
                    138,                 1.1076,                 1.6198,                0.78869,                0.87005,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00060872,             0.00060872,             0.00060872
                    139,                 1.1293,                 1.7454,                0.80867,                0.88438,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00060505,             0.00060505,             0.00060505
                    140,                 1.1049,                 1.6344,                0.74345,                0.88719,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00060138,             0.00060138,             0.00060138
                    141,                 1.1327,                 1.5805,                0.81181,                0.88704,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00059772,             0.00059772,             0.00059772
                    142,                 1.1064,                  1.632,                0.80184,                0.89164,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00059405,             0.00059405,             0.00059405
                    143,                 1.1099,                 1.5217,                0.80041,                0.87988,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00059039,             0.00059039,             0.00059039
                    144,                 1.1347,                 1.6429,                0.77323,                0.89593,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00058672,             0.00058672,             0.00058672
                    145,                 1.1081,                 1.5576,                0.77481,                0.88303,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00058305,             0.00058305,             0.00058305
                    146,                 1.1064,                 1.6203,                0.76493,                0.88955,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00057939,             0.00057939,             0.00057939
                    147,                 1.1146,                 1.5053,                 0.7786,                0.88213,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00057572,             0.00057572,             0.00057572
                    148,                 1.0911,                  1.681,                0.74312,                0.88162,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00057205,             0.00057205,             0.00057205
                    149,                  1.107,                 1.5912,                0.76004,                0.88074,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00056839,             0.00056839,             0.00056839
                    150,                 1.0947,                 1.6248,                0.77176,                0.86558,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00056472,             0.00056472,             0.00056472
                    151,                 1.0997,                 1.6918,                 0.7464,                0.88902,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00056105,             0.00056105,             0.00056105
                    152,                 1.0907,                 1.7065,                0.76651,                0.89289,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00055739,             0.00055739,             0.00055739
                    153,                 1.1087,                 1.6261,                0.77441,                0.89342,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00055372,             0.00055372,             0.00055372
                    154,                 1.0786,                 1.7324,                0.76109,                0.88544,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00055006,             0.00055006,             0.00055006
                    155,                 1.1026,                 1.6374,                0.76809,                0.88999,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00054639,             0.00054639,             0.00054639
                    156,                  1.098,                  1.631,                0.78404,                0.88716,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00054272,             0.00054272,             0.00054272
                    157,                 1.1372,                  1.774,                0.80141,                 0.9223,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00053906,             0.00053906,             0.00053906
                    158,                 1.0648,                 1.5596,                0.71681,                0.88198,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00053539,             0.00053539,             0.00053539
                    159,                 1.1044,                 1.6355,                0.76787,                0.87205,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00053172,             0.00053172,             0.00053172
                    160,                 1.0844,                  1.583,                0.76418,                0.87967,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00052806,             0.00052806,             0.00052806
                    161,                 1.1007,                 1.6046,                0.76146,                0.88899,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00052439,             0.00052439,             0.00052439
                    162,                   1.07,                 1.5978,                0.74995,                0.87687,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00052073,             0.00052073,             0.00052073
                    163,                 1.0645,                 1.5962,                0.74035,                0.87005,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00051706,             0.00051706,             0.00051706
                    164,                 1.0621,                 1.5061,                0.73823,                0.87162,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00051339,             0.00051339,             0.00051339
                    165,                 1.0872,                 1.5786,                0.75675,                0.87945,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00050973,             0.00050973,             0.00050973
                    166,                 1.0961,                 1.5935,                0.74648,                0.88277,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00050606,             0.00050606,             0.00050606
                    167,                 1.0789,                  1.587,                0.73247,                0.86961,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00050239,             0.00050239,             0.00050239
                    168,                 1.0597,                 1.5187,                0.71164,                0.86663,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00049873,             0.00049873,             0.00049873
                    169,                 1.0524,                 1.6547,                0.76847,                0.87339,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00049506,             0.00049506,             0.00049506
                    170,                 1.0546,                 1.5298,                0.73293,                0.85399,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004914,              0.0004914,              0.0004914
                    171,                 1.0231,                 1.5667,                0.70964,                0.87321,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00048773,             0.00048773,             0.00048773
                    172,                 1.0669,                 1.5923,                0.71203,                0.89092,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00048406,             0.00048406,             0.00048406
                    173,                 1.0857,                 1.6173,                0.72644,                0.88382,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004804,              0.0004804,              0.0004804
                    174,                 1.0684,                 1.6376,                0.70557,                0.86943,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00047673,             0.00047673,             0.00047673
                    175,                 1.0693,                 1.5683,                0.74087,                0.89849,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00047306,             0.00047306,             0.00047306
                    176,                 1.0566,                 1.6478,                0.72479,                0.87355,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004694,              0.0004694,              0.0004694
                    177,                 1.0315,                 1.5016,                0.72711,                0.85875,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046573,             0.00046573,             0.00046573
                    178,                  1.043,                 1.5708,                0.71931,                0.85723,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00046206,             0.00046206,             0.00046206
                    179,                 1.0723,                 1.5396,                0.72068,                0.88221,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004584,              0.0004584,              0.0004584
                    180,                 1.0422,                 1.5522,                0.72144,                0.88066,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045473,             0.00045473,             0.00045473
                    181,                  1.051,                 1.4866,                0.69899,                0.85777,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00045107,             0.00045107,             0.00045107
                    182,                 1.0417,                 1.5689,                 0.6921,                 0.8556,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004474,              0.0004474,              0.0004474
                    183,                 1.0594,                  1.464,                0.71642,                0.87438,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044373,             0.00044373,             0.00044373
                    184,                  1.061,                 1.6793,                0.75101,                 0.8877,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00044007,             0.00044007,             0.00044007
                    185,                 1.1059,                 1.7258,                0.77692,                 0.8885,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004364,              0.0004364,              0.0004364
                    186,                 1.0078,                 1.5335,                0.68135,                0.86633,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00043273,             0.00043273,             0.00043273
                    187,                 1.0422,                 1.5921,                0.73221,                0.88026,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042907,             0.00042907,             0.00042907
                    188,                 1.1057,                 1.6984,                0.76404,                0.89421,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004254,              0.0004254,              0.0004254
                    189,                 1.0435,                 1.4863,                 0.7152,                0.88201,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042174,             0.00042174,             0.00042174
                    190,                 1.0341,                  1.558,                0.70534,                0.87849,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041807,             0.00041807,             0.00041807
                    191,                 1.0632,                 1.5664,                0.72128,                 0.8698,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004144,              0.0004144,              0.0004144
                    192,                0.99791,                  1.536,                0.68063,                0.86354,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041074,             0.00041074,             0.00041074
                    193,                 1.0038,                  1.531,                0.65863,                0.85964,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00040707,             0.00040707,             0.00040707
                    194,                 0.9805,                 1.4862,                0.70993,                0.86699,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004034,              0.0004034,              0.0004034
                    195,                0.99101,                 1.5137,                0.68266,                0.86361,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039974,             0.00039974,             0.00039974
                    196,                0.99562,                 1.5276,                 0.6723,                0.86764,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039607,             0.00039607,             0.00039607
                    197,                 1.0625,                  1.541,                0.73359,                0.87739,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039241,             0.00039241,             0.00039241
                    198,                 1.0066,                 1.4743,                0.68118,                0.85452,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038874,             0.00038874,             0.00038874
                    199,                 1.0128,                 1.4212,                0.67734,                0.87623,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038507,             0.00038507,             0.00038507
                    200,                 1.0064,                 1.5868,                 0.6725,                 0.8528,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038141,             0.00038141,             0.00038141
                    201,                 1.0404,                 1.4507,                0.70061,                0.85259,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037774,             0.00037774,             0.00037774
                    202,                 1.0234,                 1.4559,                0.70602,                0.87436,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037407,             0.00037407,             0.00037407
                    203,                 1.0256,                 1.4811,                0.68619,                0.86639,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037041,             0.00037041,             0.00037041
                    204,                 1.0104,                 1.5041,                0.66601,                0.86692,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036674,             0.00036674,             0.00036674
                    205,                 1.0212,                 1.5142,                0.66847,                0.86364,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036307,             0.00036307,             0.00036307
                    206,                 1.0396,                 1.5171,                 0.6887,                0.86537,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035941,             0.00035941,             0.00035941
                    207,                 1.0583,                 1.5569,                0.69551,                0.86719,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035574,             0.00035574,             0.00035574
                    208,                 1.0418,                 1.4912,                0.69771,                0.86999,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035208,             0.00035208,             0.00035208
                    209,                0.99581,                 1.3701,                0.67573,                0.85013,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034841,             0.00034841,             0.00034841
                    210,                 1.0108,                 1.4861,                0.68752,                0.85521,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034474,             0.00034474,             0.00034474
                    211,                 1.0353,                  1.493,                0.70384,                0.88315,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034108,             0.00034108,             0.00034108
                    212,                 1.0181,                 1.5265,                0.68894,                0.87145,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033741,             0.00033741,             0.00033741
                    213,                 1.0267,                 1.4539,                0.67749,                0.86686,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033374,             0.00033374,             0.00033374
                    214,                0.99302,                 1.5389,                0.65148,                0.85088,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033008,             0.00033008,             0.00033008
                    215,                0.98707,                 1.4584,                0.66273,                0.85763,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032641,             0.00032641,             0.00032641
                    216,                0.99905,                 1.4732,                0.68877,                0.87402,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032275,             0.00032275,             0.00032275
                    217,                 1.0344,                 1.5166,                0.69451,                0.88383,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00031908,             0.00031908,             0.00031908
                    218,                0.99456,                 1.4994,                0.68127,                0.86214,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00031541,             0.00031541,             0.00031541
                    219,                0.97028,                 1.4905,                 0.6618,                0.86026,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00031175,             0.00031175,             0.00031175
                    220,                0.98989,                  1.377,                0.67088,                0.85454,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030808,             0.00030808,             0.00030808
                    221,                0.99217,                 1.4692,                0.67262,                0.85595,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030441,             0.00030441,             0.00030441
                    222,                0.96218,                 1.4505,                0.64826,                0.85389,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030075,             0.00030075,             0.00030075
                    223,                0.98575,                 1.3869,                0.68015,                0.86288,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029708,             0.00029708,             0.00029708
                    224,                 0.9732,                 1.4071,                0.66139,                0.84822,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029342,             0.00029342,             0.00029342
                    225,                0.99701,                 1.4293,                0.65666,                 0.8563,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028975,             0.00028975,             0.00028975
                    226,                0.95424,                 1.4606,                0.64274,                0.86329,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028608,             0.00028608,             0.00028608
                    227,                0.94594,                 1.4645,                 0.6396,                0.84189,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028242,             0.00028242,             0.00028242
                    228,                0.98251,                 1.4838,                0.66897,                0.86753,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027875,             0.00027875,             0.00027875
                    229,                 1.0104,                 1.5317,                0.68463,                0.86465,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027508,             0.00027508,             0.00027508
                    230,                 0.9573,                 1.3875,                0.63399,                 0.8566,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027142,             0.00027142,             0.00027142
                    231,                0.97417,                 1.5053,                0.66149,                0.86531,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026775,             0.00026775,             0.00026775
                    232,                0.95123,                  1.526,                0.64306,                0.84767,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026408,             0.00026408,             0.00026408
                    233,                 1.0009,                 1.5172,                0.68942,                0.87058,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026042,             0.00026042,             0.00026042
                    234,                0.96262,                  1.477,                0.69299,                0.84798,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025675,             0.00025675,             0.00025675
                    235,                0.93698,                 1.4401,                0.62514,                0.85112,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025309,             0.00025309,             0.00025309
                    236,                 0.9545,                 1.4609,                0.64868,                0.85332,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024942,             0.00024942,             0.00024942
                    237,                0.97498,                  1.481,                 0.6565,                0.83909,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024575,             0.00024575,             0.00024575
                    238,                0.95358,                 1.3475,                0.66889,                0.86289,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024209,             0.00024209,             0.00024209
                    239,                0.99063,                 1.4187,                0.68192,                 0.8503,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023842,             0.00023842,             0.00023842
                    240,                0.97482,                 1.4646,                0.67405,                0.86644,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023475,             0.00023475,             0.00023475
                    241,                0.99708,                 1.5203,                0.68245,                 0.8715,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023109,             0.00023109,             0.00023109
                    242,                0.99274,                  1.483,                0.69708,                0.86975,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022742,             0.00022742,             0.00022742
                    243,                0.96062,                 1.4182,                  0.656,                0.86168,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022376,             0.00022376,             0.00022376
                    244,                0.95847,                 1.4143,                 0.6531,                0.86328,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022009,             0.00022009,             0.00022009
                    245,                0.94247,                  1.506,                0.64012,                0.85021,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021642,             0.00021642,             0.00021642
                    246,                 0.9459,                  1.406,                0.65524,                0.84901,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021276,             0.00021276,             0.00021276
                    247,                0.92105,                 1.4656,                 0.6248,                0.84317,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020909,             0.00020909,             0.00020909
                    248,                0.91682,                 1.3833,                0.62357,                0.86531,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020542,             0.00020542,             0.00020542
                    249,                0.93633,                 1.4634,                0.63191,                0.84808,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020176,             0.00020176,             0.00020176
                    250,                0.91787,                 1.2927,                0.61436,                0.83927,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019809,             0.00019809,             0.00019809
                    251,                0.92512,                 1.3633,                 0.6174,                0.83854,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019442,             0.00019442,             0.00019442
                    252,                0.95025,                 1.4464,                0.64076,                0.85466,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019076,             0.00019076,             0.00019076
                    253,                0.92643,                 1.4453,                0.63284,                0.86018,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018709,             0.00018709,             0.00018709
                    254,                0.96778,                 1.4197,                0.65634,                0.84432,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018343,             0.00018343,             0.00018343
                    255,                0.90426,                 1.3746,                0.62523,                0.84121,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00017976,             0.00017976,             0.00017976
                    256,                0.91895,                 1.3303,                0.61129,                0.83963,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00017609,             0.00017609,             0.00017609
                    257,                0.93788,                 1.4191,                0.61762,                0.84333,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00017243,             0.00017243,             0.00017243
                    258,                0.95679,                 1.3811,                0.64687,                0.86138,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016876,             0.00016876,             0.00016876
                    259,                0.94833,                 1.3791,                0.62075,                0.85206,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016509,             0.00016509,             0.00016509
                    260,                0.86409,                 1.3264,                0.60403,                0.83469,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016143,             0.00016143,             0.00016143
                    261,                0.94029,                 1.3959,                0.62128,                0.84711,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00015776,             0.00015776,             0.00015776
                    262,                0.90187,                 1.2891,                0.62707,                0.85006,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001541,              0.0001541,              0.0001541
                    263,                0.91421,                  1.416,                0.61825,                0.85219,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00015043,             0.00015043,             0.00015043
                    264,                0.94656,                 1.4866,                0.62807,                0.84618,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00014676,             0.00014676,             0.00014676
                    265,                0.88816,                 1.3059,                0.59476,                0.84456,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001431,              0.0001431,              0.0001431
                    266,                0.93038,                 1.4208,                0.63118,                0.85056,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00013943,             0.00013943,             0.00013943
                    267,                0.92747,                 1.3809,                 0.6297,                 0.8471,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00013576,             0.00013576,             0.00013576
                    268,                0.92081,                 1.3943,                0.62236,                0.85802,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001321,              0.0001321,              0.0001321
                    269,                0.95177,                 1.4863,                0.64748,                0.84586,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00012843,             0.00012843,             0.00012843
                    270,                0.93184,                 1.3547,                0.63904,                0.85406,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00012477,             0.00012477,             0.00012477
                    271,                0.92917,                 1.3648,                0.63187,                0.85294,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001211,              0.0001211,              0.0001211
                    272,                0.89414,                 1.3368,                0.60727,                0.84957,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00011743,             0.00011743,             0.00011743
                    273,                0.91638,                 1.3886,                0.62831,                0.85767,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00011377,             0.00011377,             0.00011377
