name,X,Y,area,point,confidence
Sticker,478.6815948486328,404.05303955078125,0.2889176295429468,1,0.08311568945646286
Stains,459.0773010253906,452.72589111328125,0.43671198619529605,1,0.03606777638196945
Sticker,484.2335510253906,403.0317687988281,0.25654046857357027,1,0.037411779165267944
Sticker,484.4819641113281,401.8753662109375,0.23183650419116023,1,0.05587003007531166
Stains,460.65570068359375,455.2766418457031,0.48996516815572977,1,0.04816557839512825
Sticker,486.77528381347656,404.1485595703125,0.23707087457645687,1,0.042967744171619415
Slub,242.1139373779297,15.742928504943848,1.5114080575794973,1,0.03574853762984276
Sticker,485.26438903808594,403.3637237548828,0.23548578678863125,1,0.06931007653474808
Slub,235.7144012451172,14.05379867553711,1.3250730960094603,1,0.03918299451470375
Contamination,347.3653564453125,10.215777158737183,0.31652692947961625,1,0.03766869008541107
Sticker,488.0339050292969,404.58502197265625,0.24330775860697032,1,0.17065681517124176
Sticker,485.6562805175781,404.31800842285156,0.24220588227268308,1,0.15617255866527557
Sticker,486.72508239746094,403.30738830566406,0.2459013905185275,1,0.08521319925785065
Slub,189.5469093322754,25.94566535949707,1.0743881303255185,1,0.07223072648048401
Slub,346.10003662109375,9.880845308303833,0.3534587586944108,1,0.031053902581334114
Stains,86.55870246887207,354.008544921875,0.39886414058017544,1,0.03071141056716442
Sticker,486.58485412597656,403.95751953125,0.22219773101620377,1,0.35185331106185913
Slub,345.24913787841797,11.762906312942505,0.4314654159555903,1,0.03182799741625786
Sticker,485.48614501953125,402.15672302246094,0.2099255832647905,1,0.043608833104372025
Slub,344.4298095703125,11.034290313720703,0.39047426959173753,1,0.035989660769701004
Contamination,351.0152893066406,10.13271188735962,0.3469766465458088,1,0.03168021887540817
Sticker,488.0201721191406,406.2843780517578,0.26197761049512774,1,0.1427321583032608
Contamination,345.9727478027344,17.205625295639038,0.5942708517054475,1,0.051446639001369476
Slub,223.89320373535156,14.109487533569336,1.263607346781937,1,0.04495266452431679
Stains,89.00642395019531,351.9850616455078,0.4038788043705281,1,0.03507467359304428
Sticker,486.8109893798828,402.314453125,0.1955987538676709,1,0.0302259624004364
Sticker,486.6796875,402.14378356933594,0.23605430792868137,1,0.03762613981962204
Sticker,485.9873352050781,403.0332946777344,0.24783719096891582,1,0.046449076384305954
Sticker,485.97796630859375,403.1269073486328,0.21595396738033742,1,0.039442408829927444
Stains,89.84602737426758,358.3521270751953,0.5120556181294146,1,0.045361313968896866
Slub,221.5778350830078,15.303108215332031,1.3511791769613046,1,0.04416753724217415
Sticker,482.7494812011719,402.2099304199219,0.25121221994049847,1,0.03518257290124893
Slub,203.76007080078125,15.465831995010376,1.2522237004697965,1,0.042390432208776474
Stains,87.55395889282227,355.58258056640625,0.41313655528263193,1,0.032091669738292694
Slub,343.228271484375,10.6768057346344,0.4048172268327035,1,0.04781479388475418
Sticker,482.319091796875,404.8023986816406,0.2736320796608925,1,0.033898212015628815
Sticker,487.19126892089844,405.1569061279297,0.2553100313800387,1,0.15395337343215942
Sticker,243.70181274414062,444.3090057373047,0.3494506345270202,1,0.03061934933066368
Stains,90.55355072021484,354.5939636230469,0.4708885027962737,1,0.046164557337760925
Stains,87.8730297088623,360.1060791015625,0.4625285433421377,1,0.03268377482891083
Slub,338.8145523071289,15.807612895965576,0.5476360698714955,1,0.03509259223937988
Slub,341.53038024902344,10.117225885391235,0.3367832492864356,1,0.050496675074100494
Slub,238.02101135253906,14.739234924316406,1.3976623132473325,1,0.04617641866207123
Slub,341.00355529785156,13.689873695373535,0.4798372693929414,1,0.032565489411354065
Stains,88.20128440856934,352.71226501464844,0.34433967611548727,1,0.03631974384188652
Slub,345.434326171875,12.195982456207275,0.4255188647815958,1,0.030402136966586113
Slub,339.2778091430664,10.85898208618164,0.36260417281413687,1,0.04063383862376213
Stains,88.22594451904297,357.02720642089844,0.4318234018667136,1,0.045616280287504196
Stains,89.25839424133301,359.2341613769531,0.4831813681923086,1,0.04854685813188553
Slub,232.4502716064453,13.888423919677734,1.273768680641125,1,0.060291483998298645
Stains,87.57711219787598,357.455810546875,0.4021951348490082,1,0.03999842703342438
Slub,338.69019317626953,13.48339557647705,0.4729931079818489,1,0.059329550713300705
Contamination,351.73541259765625,11.806257486343384,0.3286932544344454,1,0.053366582840681076
Contamination,387.752685546875,10.381876468658447,0.15390746576985112,1,0.037779003381729126
Slub,347.41815185546875,11.293846845626831,0.3688947210797924,1,0.03768402338027954
Slub,346.63433837890625,13.564172983169556,0.43775596498354574,1,0.0378967747092247
Slub,356.7976379394531,9.553096413612366,0.33445908890819265,1,0.036665692925453186
Stains,88.24711799621582,353.2959289550781,0.3962695401086239,1,0.04782608151435852
Slub,216.883056640625,13.765580892562866,1.192339742705063,1,0.03809913620352745
Slub,356.9107971191406,9.311485290527344,0.2907047472674167,1,0.08481769263744354
Sticker,47.362159729003906,461.9170379638672,0.06112854944821448,1,0.03686774894595146
Slub,381.34300231933594,9.670086145401001,0.34940948369348046,1,0.09413014352321625
Slub,381.34300231933594,9.670086145401001,0.34940948369348046,1,0.09413014352321625
Slub,376.57298278808594,11.836639642715454,0.36278472145494745,1,0.0937647596001625
Slub,378.3258056640625,11.135369539260864,0.36408780718436173,1,0.047489915043115616
Slub,378.38006591796875,11.754814147949219,0.38856039564823736,1,0.033641740679740906
Stains,90.32535552978516,353.90956115722656,0.4554281805364881,1,0.04975955933332443
Slub,377.6712341308594,11.785783767700195,0.3979050418594852,1,0.04358113557100296
Sticker,50.79407501220703,463.1971435546875,0.0537446069251746,1,0.041148994117975235
Slub,387.61024475097656,10.49275279045105,0.3945689821191554,1,0.04020711034536362
Slub,446.3385772705078,11.52948546409607,0.7503367251027653,1,0.033766377717256546
Stains,90.3223762512207,350.60142517089844,0.41846845003857747,1,0.04428389295935631
Stains,89.39838027954102,355.29248046875,0.4458549922462553,1,0.06205214560031891
Contamination,377.0782470703125,8.77811574935913,0.14245653572032463,1,0.034099481999874115
Slub,220.65988159179688,13.747325897216797,1.2133933218734805,1,0.03286968171596527
Slub,221.6400909423828,14.153236627578735,1.2430317143619105,1,0.04081742465496063
Stains,89.39741325378418,361.37916564941406,0.5309947465959122,1,0.034381382167339325
Sticker,46.229248046875,461.1336975097656,0.06221144026843831,1,0.04294941574335098
Slub,342.17879486083984,8.835447669029236,0.2987893311381984,1,0.043018680065870285
Slub,351.9984588623047,10.815165758132935,0.34396242638851254,1,0.06411247700452805
Slub,438.8102722167969,11.133861541748047,0.733676760751987,1,0.06266436725854874
Stains,89.31453704833984,363.4600067138672,0.5176523950862233,1,0.040360767394304276
Slub,444.98033142089844,12.31621766090393,0.8051270984991614,1,0.06474726647138596
Slub,376.58660888671875,10.289354145526886,0.3249478406957147,1,0.08343975245952606
Stains,88.63543510437012,368.5151672363281,0.5509377154746326,1,0.03896100074052811
Stains,87.5216178894043,362.6986999511719,0.47539903100230735,1,0.035384517163038254
Slub,397.4463195800781,10.339114427566528,0.4217080162603845,1,0.03333969786763191
Stains,87.5216178894043,362.6986999511719,0.47539903100230735,1,0.035384517163038254
Slub,397.4463195800781,10.339114427566528,0.4217080162603845,1,0.03333969786763191
Slub,360.87852478027344,12.248598337173462,0.4174252305882183,1,0.03292795643210411
Slub,366.5983428955078,10.568284511566162,0.44239870792321456,1,0.03359099105000496
Slub,209.2823028564453,15.32405161857605,1.2770285066697762,1,0.03546575456857681
Slub,338.8916778564453,15.874038219451904,0.5705631521097705,1,0.042588189244270325
Slub,335.65650177001953,12.264973878860474,0.4092936941151427,1,0.06125592440366745
Slub,329.8752670288086,9.597980856895447,0.2989469628672163,1,0.062117040157318115
Slub,321.104736328125,10.165298521518707,0.3456298786560947,1,0.05815833806991577
Slub,325.9721450805664,9.580763339996338,0.3097999654168278,1,0.04287951812148094
Slub,187.03109741210938,12.029716491699219,0.8999724307996221,1,0.040094755589962006
Slub,337.0378723144531,9.024786114692688,0.2432231343259904,1,0.06647183746099472
Slub,346.44874572753906,10.84956407546997,0.3263968540775386,1,0.0310604739934206
Slub,207.888916015625,13.971539735794067,1.1536246194950073,1,0.03115001693367958
Slub,589.6041870117188,471.4478302001953,0.11191766099072993,1,0.03592213988304138
Stains,88.17508888244629,355.92462158203125,0.4284483546994161,1,0.039765551686286926
