name,X,Y,area,point,confidence
Stains,84.13222122192383,353.4014587402344,0.3404540984111373,1,0.2720838487148285
Stains,83.45926094055176,352.7261962890625,0.35660459828849417,1,0.22194644808769226
Stains,82.81101608276367,356.57958984375,0.3516764666244854,1,0.19759146869182587
Stains,84.57995986938477,377.4175262451172,0.49497930957877545,1,0.17009463906288147
Stains,83.74431800842285,356.27471923828125,0.3656912156921346,1,0.19800084829330444
Stains,82.05216217041016,361.025390625,0.3997203024633229,1,0.1041318029165268
Stains,83.03059387207031,359.4129943847656,0.3991616821428761,1,0.19327642023563385
Stains,83.30037117004395,352.2613067626953,0.3708670355968061,1,0.2142922282218933
Stains,83.8343734741211,355.751953125,0.3810655565414578,1,0.14006631076335907
Stains,83.03194236755371,358.33485412597656,0.41234097657309615,1,0.1276465654373169
Stains,83.50869941711426,355.82847595214844,0.35443050918198427,1,0.2287638634443283
Stains,82.79508399963379,356.0813903808594,0.3944580232998589,1,0.20831067860126495
Stains,82.73281288146973,356.0205841064453,0.4090563957480365,1,0.11721611768007278
Stains,83.5274887084961,353.9029998779297,0.37981771626626143,1,0.15437482297420502
Stains,83.31191825866699,355.9157257080078,0.3803782283480396,1,0.17818008363246918
Stains,84.11631393432617,358.6564636230469,0.3742366752738599,1,0.12187347561120987
Stains,84.8037338256836,375.1811218261719,0.5394489834512585,1,0.24546979367733002
Stains,83.14641952514648,359.8817443847656,0.41200712069985457,1,0.06894543021917343
Stains,84.3851375579834,380.5120544433594,0.564285784997628,1,0.06745529919862747
Stains,84.83016967773438,356.1813659667969,0.4054677619141527,1,0.03482668474316597
Stains,82.74251747131348,355.19122314453125,0.3701955040820176,1,0.2628183662891388
Stains,83.26595306396484,354.01641845703125,0.34822170907817784,1,0.24635669589042664
Stains,84.11468315124512,353.86070251464844,0.3623486965481774,1,0.19227685034275055
Sticker,33.03361701965332,462.9645080566406,0.08774332813660149,1,0.03711751848459244
Stains,83.04267120361328,354.3814697265625,0.3626698153132573,1,0.12778304517269135
Knots,593.0677185058594,472.9168701171875,0.08449588795937599,1,0.033514901995658875
Stains,83.14145278930664,356.3520202636719,0.3909778651357629,1,0.14895983040332794
Stains,84.49168395996094,354.4281005859375,0.4029451451964677,1,0.23485338687896729
Stains,597.1778259277344,442.66552734375,0.2621945904828608,1,0.05865253880620003
Stains,83.51448059082031,355.1023864746094,0.3229131473362446,1,0.11757964640855789
Sticker,33.23540115356445,465.19871520996094,0.07353860451013315,1,0.03028578869998455
Stains,82.89360237121582,374.79766845703125,0.5003414070582484,1,0.0851854756474495
Sticker,33.81798267364502,463.31199645996094,0.07321328940350214,1,0.036320142447948456
Stains,83.49498748779297,360.86181640625,0.4103973598789424,1,0.04949206858873367
Stains,82.05760955810547,359.18479919433594,0.40911093333503235,1,0.11370408535003662
Stains,598.9415588378906,472.7921142578125,0.07878482946380973,1,0.030401727184653282
Stains,82.62880516052246,358.297119140625,0.4025865375940688,1,0.04894813150167465
Stains,82.10077285766602,359.195556640625,0.38449578242972493,1,0.09054938703775406
Contamination,592.612060546875,449.4720458984375,0.23964004058390856,1,0.07667360454797745
Stains,82.87449073791504,357.42523193359375,0.37129268346249594,1,0.0715460479259491
Stains,83.7826919555664,351.9362030029297,0.34122869839961645,1,0.17521098256111145
Sticker,622.7508544921875,278.26453399658203,0.21519137752838433,1,0.03328179568052292
Stains,84.51382827758789,357.0044250488281,0.42562499173698015,1,0.05207260325551033
Sticker,32.81445074081421,459.7248077392578,0.1254949649684859,1,0.030887313187122345
Slub,352.3856964111328,12.783015251159668,0.4259755092721491,1,0.03374319151043892
Slub,352.67169189453125,16.378028869628906,0.5992954520838335,1,0.03751431033015251
Sticker,622.3784790039062,275.8306121826172,0.27264455971308055,1,0.03236256167292595
Slub,349.92645263671875,9.617742657661438,0.2955169447490742,1,0.050959400832653046
Sticker,480.08660888671875,397.8767395019531,0.30030060506612066,1,0.05136467143893242
Stains,85.18232154846191,358.0638732910156,0.39897048543987335,1,0.03573203831911087
Stains,86.96792602539062,368.0517120361328,0.48814769099978733,1,0.030120737850666046
Slub,342.0451202392578,11.807397603988647,0.36315908127344304,1,0.03642486780881882
